"Code Commune";"Commune";"Code QPV";"Nom QPV";"Département";"Région";"Statut géo";"Code";"Fédération";"Clubs_actifs";"EPA_actifs";"Total_actifs";"Clubs";"EPA";"Total"
"14047";"Bayeux";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"14047";"Bayeux";"CSZ";"";"14";"Normandie";"1.Champ geoc";"503";"FF du Sport Adapté";"3";"0";"3";"3";"0";"3"
"14047";"Bayeux";"CSZ";"";"14";"Normandie";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"5";"0";"5";"6";"0";"6"
"14047";"Bayeux";"CSZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"5";"0";"5";"5";"0";"5"
"14057";"Bellengreville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"14057";"Bellengreville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"113";"FF de Gymnastique";"1";"0";"1";"1";"0";"1"
"14057";"Bellengreville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"14057";"Bellengreville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"14057";"Bellengreville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"229";"FF de Karaté et DA";"1";"0";"1";"1";"0";"1"
"14060";"Bénouville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"245";"FF de la Randonnée Pédestre";"1";"0";"1";"1";"0";"1"
"14060";"Bénouville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"1";"3";"4";"1";"3";"4"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"110";"FF d'Escrime";"1";"0";"1";"1";"0";"1"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"3";"0";"3";"4";"0";"4"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"14061";"Souleuvre en Bocage";"CSZ";"";"14";"Normandie";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"14064";"Bernières-d'Ailly";"CSZ";"";"14";"Normandie";"1.Champ geoc";"256";"FF Sportive de Twirling Bâton";"1";"0";"1";"1";"0";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"133";"FF de Rugby";"1";"0";"1";"1";"0";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"221";"FF d'Études et Sports Sous-Marins";"0";"1";"1";"0";"1";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"402";"FF d'Éducation Physique et de Gymnastique Volontaire";"1";"0";"1";"1";"0";"1"
"14066";"Bernières-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"1";"2"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"2";"0";"2"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"2";"0";"2";"2";"0";"2"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"132";"FF de Golf";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"229";"FF de Karaté et DA";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"254";"F des Arts Énergétiques et Martiaux Chinois";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"402";"FF d'Éducation Physique et de Gymnastique Volontaire";"1";"0";"1";"1";"0";"1"
"14068";"Biéville-Beuville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"2";"0";"2";"2";"0";"2"
"14069";"Beuvillers";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"2";"0";"2"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"101";"FF d'Athlétisme";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"102";"FF d'Aviron";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"1";"1";"2";"1";"1";"2"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"113";"FF de Gymnastique";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"114";"FF d'Haltérophilie, Musculation";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"115";"FF de Handball";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"2";"0";"2";"2";"0";"2"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"2";"0";"2";"2";"0";"2"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"126";"FF de Tir à l'Arc";"0";"0";"0";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"135";"FF de la Montagne et de l'Escalade";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"212";"FF de Savate, Boxe Française et DA";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"218";"FF de Cyclotourisme";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"408";"F Sportive et Culturelle de France";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"410";"F Sportive et Gymnique du Travail";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"422";"FF des Clubs Omnisports";"0";"0";"0";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"423";"F Nationale des Offices Municipaux des Sports";"0";"0";"0";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"14076";"Blainville-sur-Orne";"CSZ";"";"14";"Normandie";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"14077";"Blangy-le-Château";"CSZ";"";"14";"Normandie";"1.Champ geoc";"103";"FF de Badminton";"1";"0";"1";"1";"0";"1"
"14077";"Blangy-le-Château";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"14077";"Blangy-le-Château";"CSZ";"";"14";"Normandie";"1.Champ geoc";"229";"FF de Karaté et DA";"1";"0";"1";"1";"0";"1"
"14077";"Blangy-le-Château";"CSZ";"";"14";"Normandie";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"0";"0";"0";"1";"0";"1"
"14079";"Blonville-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14079";"Blonville-sur-Mer";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"14083";"Bonnebosq";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14085";"Bonneville-la-Louvet";"CSZ";"";"14";"Normandie";"1.Champ geoc";"243";"FF de Planeur Ultraléger Motorisé";"0";"0";"0";"1";"0";"1"
"14085";"Bonneville-la-Louvet";"CSZ";"";"14";"Normandie";"1.Champ geoc";"402";"FF d'Éducation Physique et de Gymnastique Volontaire";"0";"0";"0";"1";"0";"1"
"14090";"Boulon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"14090";"Boulon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"261";"FF de Kick Boxing, Muay Thaï et DA";"1";"0";"1";"1";"0";"1"
"14091";"Bourgeauville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"2";"2";"0";"2";"2"
"14091";"Bourgeauville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"125";"FF de Tir";"1";"0";"1";"1";"0";"1"
"14093";"Branville";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"108";"FF de Cyclisme";"1";"0";"1";"1";"0";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"0";"0";"0";"1";"0";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"212";"FF de Savate, Boxe Française et DA";"1";"0";"1";"1";"0";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"410";"F Sportive et Gymnique du Travail";"1";"0";"1";"1";"0";"1"
"14098";"Thue et Mue";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"14100";"Bretteville-sur-Laize";"CSZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14100";"Bretteville-sur-Laize";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14100";"Bretteville-sur-Laize";"CSZ";"";"14";"Normandie";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"14100";"Bretteville-sur-Laize";"CSZ";"";"14";"Normandie";"1.Champ geoc";"403";"FF Sports Pour Tous";"1";"0";"1";"1";"0";"1"
"14100";"Bretteville-sur-Laize";"CSZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"101";"FF d'Athlétisme";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"106";"FF de Boxe";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"2";"0";"2";"2";"0";"2"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"114";"FF d'Haltérophilie, Musculation";"0";"1";"1";"0";"1";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"125";"FF de Tir";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"221";"FF d'Études et Sports Sous-Marins";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"229";"FF de Karaté et DA";"1";"0";"1";"1";"0";"1"
"14101";"Bretteville-sur-Odon";"CSZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"14102";"Le Breuil-en-Auge";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14102";"Le Breuil-en-Auge";"CSZ";"";"14";"Normandie";"1.Champ geoc";"270";"FF des Sports et Loisirs Canins";"1";"0";"1";"1";"0";"1"
"14103";"Le Breuil-en-Bessin";"CSZ";"";"14";"Normandie";"1.Champ geoc";"101";"FF d'Athlétisme";"1";"0";"1";"1";"0";"1"
"14106";"Bréville-les-Monts";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"109";"FF d'Équitation";"0";"2";"2";"0";"2";"2"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"2";"0";"2";"2";"0";"2"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"132";"FF de Golf";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"209";"FF de Ball-Trap";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"249";"FF de Sauvetage et de Secourisme";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"254";"F des Arts Énergétiques et Martiaux Chinois";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"256";"FF Sportive de Twirling Bâton";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"269";"F de Voitures Radio Commandées";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"403";"FF Sports Pour Tous";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"14117";"Cabourg";"CSZ";"";"14";"Normandie";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"101";"FF d'Athlétisme";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"103";"FF de Badminton";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"4";"1";"5";"4";"1";"5"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"106";"FF de Boxe";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"107";"FF de Canoë-Kayak et Sports de Pagaie";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"108";"FF de Cyclisme";"4";"0";"4";"4";"0";"4"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"110";"FF d'Escrime";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"10";"0";"10";"10";"0";"10"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"112";"FF des Sports de Glace";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"113";"FF de Gymnastique";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"114";"FF d'Haltérophilie, Musculation";"1";"1";"2";"1";"1";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"115";"FF de Handball";"4";"0";"4";"4";"0";"4"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"116";"FF de Hockey";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"6";"0";"6";"6";"0";"6"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"119";"FF de Natation";"5";"0";"5";"5";"0";"5"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"122";"FF de Taekwondo et DA";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"123";"FF de Tennis";"5";"0";"5";"6";"0";"6"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"124";"FF de Tennis de Table";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"125";"FF de Tir";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"126";"FF de Tir à l'Arc";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"127";"FF de Triathlon et Disciplines Enchainées";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"128";"FF de Voile";"1";"1";"2";"1";"1";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"129";"FF de Volley";"4";"0";"4";"4";"0";"4"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"131";"FF de Hockey sur Glace";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"132";"FF de Golf";"6";"0";"6";"6";"0";"6"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"133";"FF de Rugby";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"135";"FF de la Montagne et de l'Escalade";"1";"1";"2";"1";"1";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"136";"FF de Roller et Skateboard";"6";"0";"6";"6";"0";"6"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"139";"FF de Danse";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"140";"FF de Football Américain";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"203";"FF d'Aérostation";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"204";"FF d'Aïkido, d'Aïkibudo et Affinitaires";"4";"0";"4";"4";"0";"4"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"206";"FF du Sport Automobile";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"212";"FF de Savate, Boxe Française et DA";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"218";"FF de Cyclotourisme";"5";"0";"5";"5";"0";"5"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"220";"FF des Échecs";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"229";"FF de Karaté et DA";"6";"0";"6";"6";"0";"6"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"245";"FF de la Randonnée Pédestre";"7";"0";"7";"7";"0";"7"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"254";"F des Arts Énergétiques et Martiaux Chinois";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"256";"FF Sportive de Twirling Bâton";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"258";"FF de Vol Libre";"1";"0";"1";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"264";"FF de Flying Disc";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"266";"FF de Force";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"267";"FF des Pêches Sportives";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"271";"FF des Clubs Alpins et de Montagne";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"402";"FF d'Éducation Physique et de Gymnastique Volontaire";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"403";"FF Sports Pour Tous";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"410";"F Sportive et Gymnique du Travail";"8";"0";"8";"8";"0";"8"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"6";"0";"6";"8";"2";"10"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"420";"F Sportive des ASPTT";"2";"0";"2";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"422";"FF des Clubs Omnisports";"1";"0";"1";"2";"0";"2"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"501";"FF Handisport";"5";"0";"5";"5";"0";"5"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"503";"FF du Sport Adapté";"4";"0";"4";"4";"0";"4"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"601";"FF du Sport Universitaire";"3";"0";"3";"3";"0";"3"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"22";"0";"22";"24";"0";"24"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"603";"Union Nationale des Clubs Universitaires";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"17";"0";"17";"17";"0";"17"
"14118";"Caen";"HZ";"";"14";"Normandie";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"2";"0";"2"
"14118";"Caen";"QN01401M";"Chemin Vert";"14";"Normandie";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"2";"0";"2"
"14118";"Caen";"QN01401M";"Chemin Vert";"14";"Normandie";"1.Champ geoc";"261";"FF de Kick Boxing, Muay Thaï et DA";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01402M";"Grâce De Dieu";"14";"Normandie";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01402M";"Grâce De Dieu";"14";"Normandie";"1.Champ geoc";"256";"FF Sportive de Twirling Bâton";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01403M";"Guérinière";"14";"Normandie";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01403M";"Guérinière";"14";"Normandie";"1.Champ geoc";"261";"FF de Kick Boxing, Muay Thaï et DA";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01403M";"Guérinière";"14";"Normandie";"1.Champ geoc";"501";"FF Handisport";"1";"0";"1";"1";"0";"1"
"14118";"Caen";"QN01403M";"Guérinière";"14";"Normandie";"1.Champ geoc";"503";"FF du Sport Adapté";"0";"0";"0";"1";"0";"1"
"14118";"Caen";"QN01404M";"Pierre Heuzé";"14";"Normandie";"1.Champ geoc";"108";"FF de Cyclisme";"1";"0";"1";"1";"0";"1"
