"Code Commune";"Commune";"Code QPV";"Nom QPV";"Département";"Région";"Statut géo";"Code";"Fédération";"Clubs_actifs";"EPA_actifs";"Total_actifs";"Clubs";"EPA";"Total"
"01001";"L'Abergement-Clémenciat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"01001";"L'Abergement-Clémenciat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01002";"L'Abergement-de-Varey";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01002";"L'Abergement-de-Varey";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"245";"FF de la Randonnée Pédestre";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"101";"FF d'Athlétisme";"2";"0";"2";"2";"0";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"103";"FF de Badminton";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"1";"1";"2";"1";"1";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"113";"FF de Gymnastique";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"125";"FF de Tir";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"126";"FF de Tir à l'Arc";"2";"0";"2";"2";"0";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"129";"FF de Volley";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"132";"FF de Golf";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"133";"FF de Rugby";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"139";"FF de Danse";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"201";"FF d'Aéromodélisme";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"204";"FF d'Aïkido, d'Aïkibudo et Affinitaires";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"206";"FF du Sport Automobile";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"2";"0";"2";"3";"0";"3"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"212";"FF de Savate, Boxe Française et DA";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"217";"FF de Course d'Orientation";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"218";"FF de Cyclotourisme";"2";"0";"2";"2";"0";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"233";"FF de Motocyclisme";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"2";"0";"2";"2";"0";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"245";"FF de la Randonnée Pédestre";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"254";"F des Arts Énergétiques et Martiaux Chinois";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"267";"FF des Pêches Sportives";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"404";"FF de la Retraite Sportive";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"413";"Union Française des Œuvres Laïques d'Éducation Physique (UFOLEP)";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"420";"F Sportive des ASPTT";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"2";"0";"2";"2";"0";"2"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"3";"0";"3";"3";"0";"3"
"01004";"Ambérieu-en-Bugey";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"0";"0";"0";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"108";"FF de Cyclisme";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"110";"FF d'Escrime";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"115";"FF de Handball";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"119";"FF de Natation";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"121";"FF de Ski";"0";"0";"0";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"135";"FF de la Montagne et de l'Escalade";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"212";"FF de Savate, Boxe Française et DA";"1";"0";"1";"1";"0";"1"
"01004";"Ambérieu-en-Bugey";"QN00103M";"Les Courbes De L'Albarine";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"501";"FF Handisport";"1";"0";"1";"1";"0";"1"
"01005";"Ambérieux-en-Dombes";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"1";"2";"3";"1";"2";"3"
"01005";"Ambérieux-en-Dombes";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"0";"0";"0";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"107";"FF de Canoë-Kayak et Sports de Pagaie";"1";"0";"1";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"01007";"Ambronay";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"01008";"Ambutrix";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01008";"Ambutrix";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"127";"FF de Triathlon et Disciplines Enchainées";"1";"0";"1";"1";"0";"1"
"01013";"Arandas";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"251";"FF de Spéléologie";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"108";"FF de Cyclisme";"2";"0";"2";"2";"0";"2"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"110";"FF d'Escrime";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"115";"FF de Handball";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"133";"FF de Rugby";"0";"0";"0";"0";"1";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"201";"FF d'Aéromodélisme";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"229";"FF de Karaté et DA";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"248";"FF de Rugby à XIII";"1";"0";"1";"1";"0";"1"
"01014";"Arbent";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"01015";"Arboys en Bugey";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01016";"Arbigny";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01016";"Arbigny";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"131";"FF de Hockey sur Glace";"1";"0";"1";"1";"0";"1"
"01021";"Ars-sur-Formans";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01021";"Ars-sur-Formans";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"221";"FF d'Études et Sports Sous-Marins";"1";"0";"1";"1";"0";"1"
"01021";"Ars-sur-Formans";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"1";"0";"1";"1";"0";"1"
"01021";"Ars-sur-Formans";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"108";"FF de Cyclisme";"1";"0";"1";"1";"0";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"139";"FF de Danse";"1";"0";"1";"1";"0";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"01022";"Artemare";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"218";"FF de Cyclotourisme";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"402";"FF d'Éducation Physique et de Gymnastique Volontaire";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"501";"FF Handisport";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"602";"F Sportive Educative de l'Enseignement Catholique (UGSEL)";"1";"0";"1";"1";"0";"1"
"01024";"Attignat";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"1";"1";"0";"1";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"220";"FF des Échecs";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"267";"FF des Pêches Sportives";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"410";"F Sportive et Gymnique du Travail";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"501";"FF Handisport";"1";"0";"1";"1";"0";"1"
"01025";"Bâgé-Dommartin";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"01026";"Bâgé-le-Châtel";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"2";"0";"2";"2";"0";"2"
"01026";"Bâgé-le-Châtel";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"404";"FF de la Retraite Sportive";"1";"0";"1";"1";"0";"1"
"01027";"Balan";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"101";"FF d'Athlétisme";"2";"0";"2";"2";"0";"2"
"01027";"Balan";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"2";"2";"0";"2";"2"
"01027";"Balan";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01027";"Balan";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"261";"FF de Kick Boxing, Muay Thaï et DA";"1";"0";"1";"1";"0";"1"
"01027";"Balan";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"01028";"Baneins";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"2";"2";"0";"2";"2"
"01028";"Baneins";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"605";"Union Sportive de l'Enseignement du Premier Degré";"1";"0";"1";"1";"0";"1"
"01029";"Beaupont";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"403";"FF Sports Pour Tous";"1";"0";"1";"1";"0";"1"
"01030";"Beauregard";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01030";"Beauregard";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"210";"FF de Billard";"1";"0";"1";"1";"0";"1"
"01030";"Beauregard";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"233";"FF de Motocyclisme";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"3";"0";"3";"3";"0";"3"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"2";"0";"2";"2";"0";"2"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"218";"FF de Cyclotourisme";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"257";"FF de Vol en Planeur";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"271";"FF des Clubs Alpins et de Montagne";"1";"0";"1";"1";"0";"1"
"01031";"Bellignat";"HZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"604";"Union Nationale du Sport Scolaire (UNSS)";"1";"0";"1";"1";"0";"1"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"103";"FF de Badminton";"1";"0";"1";"1";"0";"1"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"0";"2";"2";"0";"2";"2"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"125";"FF de Tir";"1";"0";"1";"1";"0";"1"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"132";"FF de Golf";"1";"0";"1";"1";"0";"1"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"1";"0";"1";"1";"0";"1"
"01032";"Béligneux";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"410";"F Sportive et Gymnique du Travail";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"101";"FF d'Athlétisme";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"102";"FF d'Aviron";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"103";"FF de Badminton";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"105";"FF de Basketball";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"106";"FF de Boxe";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"108";"FF de Cyclisme";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"109";"FF d'Équitation";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"111";"FF de Football";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"113";"FF de Gymnastique";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"115";"FF de Handball";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"117";"FF de Judo, Jujitsu, Kendo et DA";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"119";"FF de Natation";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"121";"FF de Ski";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"123";"FF de Tennis";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"124";"FF de Tennis de Table";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"125";"FF de Tir";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"126";"FF de Tir à l'Arc";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"127";"FF de Triathlon et Disciplines Enchainées";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"133";"FF de Rugby";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"139";"FF de Danse";"2";"0";"2";"2";"0";"2"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"202";"FF Aéronautique";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"204";"FF d'Aïkido, d'Aïkibudo et Affinitaires";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"210";"FF de Billard";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"211";"FF du Sport Boules";"3";"0";"3";"4";"0";"4"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"218";"FF de Cyclotourisme";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"221";"FF d'Études et Sports Sous-Marins";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"229";"FF de Karaté et DA";"3";"0";"3";"3";"0";"3"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"242";"FF de Pétanque et Jeu Provençal";"1";"0";"1";"1";"0";"1"
"01033";"Valserhône";"CSZ";"";"01";"Auvergne-Rhône-Alpes";"1.Champ geoc";"243";"FF de Planeur Ultraléger Motorisé";"1";"0";"1";"1";"0";"1"
